KOs,Astragalus sinicus1,Astragalus sinicus2,Astragalus sinicus3,Astragalus sinicus4,Melilotus officinalis1,Melilotus officinalis2,Melilotus officinalis3,Melilotus officinalis4,Vicia villosa1,Vicia villosa2,Vicia villosa3,Vicia villosa4,Pisum sativum1,Pisum sativum2,Pisum sativum3,Pisum sativum4,Trifolium incarnatum1,Trifolium incarnatum2,Trifolium incarnatum3,Trifolium incarnatum4,Medicago sativa1,Medicago sativa2,Medicago sativa3,Medicago sativa4,Fagopyrum tataricum1,Fagopyrum tataricum2,Fagopyrum tataricum3,Fagopyrum tataricum4,Brassica juncea1,Brassica juncea2,Brassica juncea3,Brassica juncea4,Cichorium intybus1,Cichorium intybus2,Cichorium intybus3,Cichorium intybus4,Lolium multiflorum1,Lolium multiflorum2,Lolium multiflorum3,Lolium multiflorum4,Triticum turgidum1,Triticum turgidum2,Triticum turgidum3,Triticum turgidum4
K00086,96.055,95.674,81.469,60.408,57.852,40.026,60.609,50.449,55.91,58.174,51.17,45.733,40.329,33.102,76.57,20.959,97.312,73.73,114.523,69.118,109.378,115.117,103.891,33.815,9.524,22.746,10.118,62.902,52.503,115.536,113.068,38.164,91.543,95.109,73.858,88.055,74.747,29.93,6.222,33.709,39.02,25.182,6.149,31.438
K00087,20.672,36.267,38.837,47.097,40.321,59.076,47.006,49.961,35.941,35.015,51.045,42.316,58.844,64.889,45.545,91.677,34.141,81.837,25.769,50.523,26.468,33.722,31.71,95.427,180.251,157.282,144.134,73.442,21.777,28.632,40.614,126.215,88.082,71.509,92.718,63.457,57.898,205.498,133.566,169.642,160.265,176.687,146.215,173.881
K00088,468.915,481.083,507.158,491.038,505.539,505.112,515.606,492.044,497.579,529.442,501.879,525.876,510.491,553.564,506.969,538.875,493.669,473.657,494.575,509.772,475.52,499.172,479.754,500.107,701.733,647.9,699.407,564.282,486.331,510.634,527.867,612.575,549.569,541.275,559.578,528.924,528.067,689.75,665.498,678.324,675.124,665.156,671.442,661.828
K00090,215.68,202.481,178.976,198.39,177.36,168.111,165.554,166.488,169.068,150.288,168.193,157.998,114.758,89.637,143.336,88.486,171.148,184.437,182.389,127.184,191.864,206.114,216.165,159.785,61.7,83.065,41.423,179.476,229.45,201.86,195.016,122.736,180.492,200.821,185.069,199.256,127.419,65.275,37.17,66.564,76.056,53.56,32.035,71.669
K00091,175.252,243.242,249.519,279.043,275.584,221.659,244.654,231.009,227.924,249.952,276.95,239.536,348.651,354.057,332.77,352.253,271.303,213.249,252.725,297.285,205.981,245.589,241.809,330.372,315.76,283,308.466,208.976,119.543,178.45,217.263,281.099,239.254,192.125,207.129,191.864,243.813,281.41,348.293,325.09,318.893,352.814,359.345,300.633
K00093,3.042,1.372,1.519,1.259,0.991,0.946,1.124,1.763,4.412,1.089,1.792,1.854,1.786,0.896,0.808,0.519,4.784,1.835,2.274,0.991,2.015,1.377,0.846,0.657,0.622,0.789,1.078,1.159,1.246,4.024,2.226,1.713,1.871,4.252,1.723,1.916,1.497,1.759,0.851,0.843,1.785,1.184,0.992,0.953
K00094,0,0.062,0.612,2.194,2.329,2.061,0.355,2.663,3.463,5.039,0.897,5.636,0.333,0.077,0,0.035,0.034,11.066,0,0.118,0.91,0.015,5.688,0.078,0,1.656,0.207,0.026,22.305,2.823,0,0,3.18,1.679,10.668,13.734,2.045,0,0,0,0,0.079,0,0
K00096,3.119,5.313,8.934,5.666,17.505,24.873,14.044,19.377,9.53,11.226,11.112,10.914,20.465,18.095,12.768,24.278,9.354,8.588,7.278,15.883,4.682,6.472,6.194,18.995,25.946,28.09,22.058,12.238,4.419,5.71,7.342,23.613,10.214,9.949,11.15,7.785,15.297,26.711,19.964,28.943,25.682,30.402,18.673,26.594
K00097,308.752,302.289,316.986,310.476,329.6,331.92,324.647,346.416,363.001,350.777,349.554,359.221,357.276,336.953,319.926,332.776,334.248,334.644,351.28,337.373,366.786,337.952,345.816,353.066,283.741,279.512,266.428,350.978,309.492,379.251,354.263,292.298,320.627,335.65,337.242,345.283,320.153,257.858,311.68,253.708,268.783,256.301,290.886,258.563
K00098,66.931,20.469,54.799,70.413,59.267,73.716,44.929,60.86,43.282,45.462,50.318,53.144,57.703,51.452,44.713,70.622,35.863,47.719,28.803,53.283,21.205,25.584,36.199,116.509,63.749,42.555,43.021,21.643,39.852,19.284,20.29,43.791,28.178,18.208,38.228,45.279,32.613,30.991,36.311,37.145,35.142,38.555,40.034,34.478
K00099,255.733,258.933,251.094,275.577,246.728,262.149,266.381,260.737,265.593,256.011,267.476,259.423,255.99,279.045,254.374,288.552,252.306,259.096,237.593,249.475,248.237,245.795,255.961,280.055,323.654,304.998,338.661,276.375,275.001,250.368,262.728,286.722,271.176,276.261,290.661,272.936,274.616,306.749,351.869,276.47,264.195,257.367,324.775,277.498
K00100,0.181,0.211,0.453,0.352,0.937,1.48,1.024,0.403,16.65,4.912,3.719,9.824,9.178,3.278,1.209,1.185,1.446,0.499,0.947,1.022,1.631,0.908,1.924,1.247,1.649,1.382,2.317,1.528,2.244,2.433,2.145,1.56,1.381,0.957,1.872,1.274,3.725,0.759,1.922,1.654,1.116,1.702,2.241,3.206
K00101,198.533,186.131,162.531,202.394,189.581,228.408,185.13,203.392,227.538,201.799,177.985,187.502,239.7,229.78,231.568,252.276,170.967,203.938,178.036,235.417,185.053,133.764,130.673,271.255,219.713,220.761,206.462,186.213,151.061,174.977,168.06,192.218,141.609,174.014,138.96,173.068,296.539,179.298,209.493,200.363,199.622,222.212,204.935,201.524
K00102,132.652,171.972,326.126,270.426,391.337,487.365,359.138,421.693,382.192,334.428,434.05,351.896,428.544,417.667,313.72,479.908,243.129,209.826,192.289,339.093,235.691,258.091,284.658,594.256,690.157,1082.356,765.239,571.924,250.832,133.805,181.867,369.477,229.888,175.701,226.892,204.014,312.531,341.154,441.03,316.863,337.245,370.43,408.448,347.077
K00103,40.215,69.726,34.925,61.467,82.179,68.673,66.487,56.448,30.152,25.546,33.336,29.574,35.094,43.192,59.494,55.253,51.845,29.996,35.806,43.818,45.746,89.3,80.202,46.21,47.86,45.346,49.132,62.07,86.563,44.614,55.836,50.615,61.321,36.462,66.195,46.926,28.628,44.337,46.954,46.889,38.32,40.434,45.466,46.601
K00104,336.403,316.408,377.505,371.551,297.788,299.411,323.093,312.16,330.74,318.502,390.409,331.692,344.622,362.972,304.345,333.374,388.334,333.804,385.676,351.612,347.749,283.061,323.356,340.214,469.805,365.317,427.895,405.944,369.293,410.063,403.069,428.342,375.867,418.961,386.731,372.184,399.914,450.191,433.1,428.461,409.04,408.198,412.124,424.538
K00105,0.168,0.034,0.031,0.305,0.131,0.145,0.097,0,0.132,0.229,0.311,0.25,0.426,0.484,0.073,0.694,0.098,0.205,0.027,0.195,0,0,0,0.131,0.69,0,0.08,0.208,0,0.081,0.036,0.571,0.451,0.075,0.2,0,0.2,0.629,0,0,0.204,0.286,0.219,0.474
K00106,2.402,1.912,4.27,1.792,1.753,3.683,5.086,1.954,25.217,11.531,13.165,17.439,4.088,6.206,4.53,3.648,3.061,3.328,5.749,4.227,2.907,5.333,1.753,3.973,9.851,11.941,13.788,6.256,1.181,1.5,1.688,7.733,1.822,1.503,2.602,1.957,17.211,6.058,6.108,4.117,5.041,5.15,10.46,4.4
K00107,7.36,1.631,2.556,1.173,1.523,3.034,2.27,2.639,1.416,1.745,1.851,2.326,5.66,5.789,4.989,5.648,2.217,1.407,1.221,2.479,1.701,2.198,2.15,5.196,5.291,3.412,6.934,2.24,0.663,1.819,1.767,6.209,2.132,2.798,2.498,1.046,3.513,6.769,7.964,4.646,6.401,8.667,8.915,8.939
K00108,978.776,970.572,908.01,911.902,917.441,961.691,946.327,966.092,842.699,766.238,919.76,821.206,798.814,686.074,850.952,720.725,1012.94,785.144,1013.387,860.599,974.302,995.129,1014.489,948.61,621.462,622.737,599.053,848.991,1004.502,1056.333,952.141,812.315,1024.191,1050.446,1006.539,1036.91,722.328,783.158,595.33,724.722,735.734,660.97,529.926,683.602
K00109,0.951,2.172,2.136,2.48,0.906,1.505,2.717,2.783,3.231,5.918,2.979,5.445,5.137,5.528,2.149,3.529,2.383,1.187,1.781,2.601,1.742,0.955,1.001,3.69,10.37,5.144,16.215,8.348,1.359,3.103,2.949,10.709,7.028,4.556,4.869,4.324,13.777,17.691,9.459,13.512,10.765,12.423,7.16,11.327
K00111,355.697,338.239,362.257,378.406,399.76,425.509,413.665,389.575,384.085,376.197,376.993,386.149,378.61,386.241,371.39,391.496,393.559,382.746,376.344,389.787,354.826,388.448,388.141,429.896,400.221,371.215,390.049,374.781,432.546,374.179,392.949,396.669,336.333,350.501,384.481,363.522,389.651,349.179,391.942,368.803,368.001,370.86,377.439,358.026
K00112,3.652,0.217,5.201,0.38,12.533,16.592,8.865,13.462,9.345,6.527,4.766,10.809,3.099,3.503,3.98,0.246,0.33,0.884,0.033,0.211,3.466,3.84,6.93,1.343,0.654,1.329,0.308,2.344,0.651,0.709,0.192,0.432,6.554,1.946,0.489,0.534,2.63,1.988,0.394,0.869,1.119,0.707,1.142,1.402
K00113,18.126,13.504,32.78,21.035,65.578,84.076,70.416,63.424,40.579,40.77,55.219,53.526,64.244,70.949,52.85,74.282,27.762,25.494,21.102,36.293,23.651,29.881,37.632,86.235,91.748,89.483,89.549,55.041,18.482,20.043,28.963,82.781,60.638,37.835,48.997,45.213,34.245,108.394,85.281,90.395,86.898,91.465,77.717,110.46
K00114,350.607,391.596,463.525,324.252,372.978,409.036,384.713,398.868,368.086,394.301,421.749,434.92,374.433,401.454,434.191,411.482,429.051,332.991,422.347,399.253,417.876,404.127,410.869,435.84,985.239,917.789,962.539,563.648,262.952,489.202,529.071,664.464,596.478,580.274,577.926,518.041,442.235,882.925,914.088,778.418,807.786,827.683,858.451,897.422
K00115,0.03,0.282,0.348,0.444,0.259,0.38,0.515,0.188,0.154,0.23,0.164,0.44,0.138,0.495,0.491,1.182,0.191,0.062,0.353,0.316,0.033,0.489,0.288,0.715,2.417,2.443,1.56,0.676,0.145,0.332,0.481,1.332,0.841,0.745,0.708,0.916,0.329,1.691,1.336,0.429,1.41,1.604,3.507,1.649
K00116,473.917,441.798,355.599,409.253,308.348,237.131,309.433,265.033,426.168,402.088,333.274,358.331,244.978,212.386,301.267,164.353,386.855,345.646,424.763,310.259,446.141,438.976,386.96,148.312,49.195,138.499,46.272,308.965,499.055,457.026,401.347,192.26,325.031,379.146,341.726,391.868,352.282,129.561,83.269,161.005,184.223,126.941,63.846,138.539
K00117,479.581,428.936,474.084,453.095,431.6,484.873,467.182,467.366,592.15,502.322,582.448,601.759,493.36,602.966,522.437,597.699,484.415,478.447,452.912,460.299,427.611,456.849,499.224,504.735,1219.348,1202.229,1137.34,741.331,635.671,513.431,591.356,882.454,749.294,691.309,741.331,701.272,621.555,1098.763,1266.43,989.508,1013.166,1134.762,1217.523,1221.955
K00118,88.105,74.439,79.649,44.898,107.344,112.746,101.644,103.63,92.512,111.818,86.934,91.802,106.994,146.431,109.869,162.644,119.656,77.362,81.461,93.092,70.45,73.029,81.663,97.969,148.607,147.126,148.776,93.042,51.834,85.516,88.763,139.789,98.126,71.605,77.452,87.852,167.563,132.309,228.99,152.609,158.094,203.229,229.742,174.963
K00121,417.77,470.838,349.198,439.159,367.082,422.176,411.928,404.255,369.949,339.374,333.252,343.221,366.149,378.437,397.675,436.691,456.538,382.598,418.929,488.747,366.085,428.26,410.872,516.356,502.229,411.046,497.31,445.893,356.213,413.935,388.942,413.746,424.739,429.54,446.129,408.893,526.563,524.491,478.885,467.684,431.717,428.387,436.241,465.094
K00122,281.304,291.646,280.52,254.208,235.723,234.508,286.383,244.251,264.834,239.801,274.606,233.267,196.777,197.285,237.716,196.328,276.91,219.724,275.35,215.526,277.157,292.688,302.393,259.063,259.426,221.225,226.588,313.251,242.344,288.193,292.585,277.443,315.041,343.261,338.349,299.463,220.492,252.833,220.141,239.842,243.892,224.163,230.235,238.941
K00123,1066.064,1021.187,1142.384,1018.055,1052.718,1117.357,1125.553,1096.651,912.36,967.684,1096.189,991.26,999.266,918.731,873.475,978.355,1114.334,1117.291,1140.031,1047.951,1089.357,1006.356,1083.197,1171.84,1234.604,1163.801,1204.979,1225.785,948.192,1231.079,1265.587,1251.377,1239.93,1294.119,1306.439,1230.322,952.8,1269.561,1112.457,1235.711,1202.055,1123.762,1132.089,1154.447
K00124,291.345,319.821,377.743,299.352,329.418,313.587,357.197,341.41,237.162,302.781,328.517,292.58,298.312,255.255,258.29,273.768,394.189,371.276,427.47,367.696,383.334,337.775,364.902,347.98,302.518,317.342,311.145,351.037,200.866,419.971,403.294,320.051,379.21,397.543,387.215,368.238,211.506,328.559,274.981,327.583,340.899,303.778,267.032,319.04
K00125,0.255,0.218,0.229,0.281,0.11,0.159,0.157,0.242,0.652,0.105,0.19,0.646,0.153,0.456,0.164,0.196,0.181,0.291,0.336,0.522,0.228,0.107,0.101,0.106,1.2,2.047,1.927,0.828,0.064,0.232,0.543,2.164,1.461,1.321,0.936,0.896,0.262,2.331,1.42,2.385,2.419,2.904,3.293,1.779
K00126,121.838,149.491,145.695,114.847,132.413,119.879,130.056,132.496,69.943,99.661,117.885,90.375,104.924,105.036,99.474,104.993,152.016,129.875,171.015,137.105,164.25,166.057,149.005,139.915,45.431,62.898,36.298,109.896,62.619,147.662,142.91,87.969,131.266,148.634,143.731,136.256,71.163,56.211,30.989,54.826,65.907,53.991,27.403,54.72
K00127,201.799,215.104,240.315,203.821,208.435,216.118,218.998,226.916,142.724,187.319,203.419,176.402,185.84,149.787,155.605,161.848,252.101,259.966,275.222,230.841,238.089,202.243,228.917,230.543,173.161,190.046,148.78,213.192,139.271,280.576,259.689,195.682,222.725,261.567,235.055,243.834,128.064,171.914,123.872,174.43,185.03,151.835,129.808,155.231
K00128,853.243,1092.866,1040.393,970.141,1084.01,1063.63,995.052,1085.703,859.397,948.347,1005.801,928.265,1143.341,1152.799,1134.864,1223.868,1220.343,984.847,1200.989,1241.65,994.008,1076.094,1105.994,1580.64,935.015,829.879,862.841,861.218,594.997,980.648,924.373,923.607,907.578,928.867,902.765,881.893,941.278,847.137,970.664,878.878,892.585,965.032,950.582,851.974
K00129,2.738,3.149,3.385,4.877,6.999,8.269,7.007,6.896,7.02,5.554,8.417,7.499,10.479,18.696,12.558,17.024,7.254,4.684,6.173,9.938,3.626,3.788,3.546,10.753,21.896,18.075,29.204,10.517,2.923,4.161,7.452,20.222,13.948,8.606,11.445,9.964,9.035,27.096,23.521,21.58,19.511,22.083,20.358,22.752
K00130,620.752,568.017,515.933,491.584,441.909,370.383,432.466,426.117,422.451,404.047,413.355,389.58,356.772,274.232,395.347,230.154,546.375,468.61,567.385,420.87,583.274,552.397,588.456,398.889,207.046,237.634,194.688,513.761,654.341,637.827,614.996,408.608,560.12,591.072,572.903,577.968,368.618,325.828,152.063,328.877,334.911,265.782,155.992,303.374
K00131,305.223,358.763,277.582,248.357,233.826,126.675,202.724,174.863,210.216,243.352,224.5,198.806,157.885,179.487,251.943,138.793,292.201,218.348,304.039,244.305,276.712,353.686,328.581,121.606,41.461,93.725,46.234,186.508,191.423,284.428,259.955,136.045,240.946,235.434,203.051,215.785,255.804,110.604,62.074,144.799,167.783,142.712,100.722,144.927
K00132,4.13,3.324,7.122,11.376,6.58,8.273,6.709,7.796,10.975,13.296,11.234,14.154,7.835,10.264,7.698,11.618,4.91,4.662,5.204,8.473,2.81,3.862,4.126,20.181,84.123,71.264,80.601,22.732,4.766,6.457,11.787,30.512,16.486,14.215,21.858,13.339,13.59,51.044,69.949,47.328,43.602,42.583,79.523,42.918
K00133,472.469,485.262,433.826,453.584,499.538,439.911,453.056,439.394,462.612,447.721,445.996,451.06,428.305,453.833,459.854,446.424,486.077,477.744,457.5,438.471,465.701,523.692,507.662,407.188,414.335,443.368,415.159,454.035,523.588,490.236,492.724,445.054,472.414,463.854,451.431,480.271,459.644,462.504,447.145,446.578,444.257,452.699,434.377,446.367
K00134,624.732,668.378,682.135,559.241,658.398,557.433,643.012,584.062,624.812,682.69,674.809,657.355,637.747,675.108,613.126,573.618,690.678,687.858,716.492,657.123,698.341,658.166,625.284,512.31,533.127,550.307,510.613,615.434,655.726,686.225,690.632,557.111,589.618,643.045,591.291,619.877,644.894,578.669,566.742,592.869,653.263,625.242,591.283,591.761
K00135,855.424,792.296,887.966,843.353,807.082,842.366,786.218,838.891,668.227,690.789,746.467,638.586,729.896,664.194,757.342,715.407,890.234,803.27,948.651,828.576,732.114,851.568,907.278,921.664,592.135,578.297,626.679,700.801,580.341,702.525,687.677,662.549,777.654,748.241,775.092,703.543,625.162,607.59,530.337,620.895,608.234,577.117,520.24,568.489
K00137,263.269,280.509,230.117,210.899,231.647,180.753,225.435,214.486,236.995,201.038,167.548,186.685,176.28,120.153,235.041,81.53,276.385,249.221,316.069,188.873,381.945,376.655,328.058,114.349,31.555,82.394,30.596,260.297,263.416,386.449,354.19,150.24,318.181,340.653,289.892,317.963,159.707,110.729,26.042,113.237,132.608,97.771,22.538,98.797
K00138,470.947,458.267,425.864,421.953,343.559,347.275,383.684,360.689,415.92,399.011,359.749,364.363,292.078,241.957,337.035,207.958,446.839,422.011,471.555,343.904,488.651,470.644,456.221,254.836,149.441,169.951,178.574,355.394,424.952,529.417,462.693,298.784,469.702,501.865,447.268,468.699,368.065,267.088,137.455,263.144,269.152,202.491,114.738,224.835
K00139,0,0,0,0,0,0.103,0,0.049,0,0.062,0,0.237,0,0.083,0,0,0,0,0,0.052,0,0,0.084,0.282,0.4,0.728,0.204,0.072,0.045,0.138,0,0,0,0.296,0.069,0.119,0.49,0,1.102,0,0,0.652,0.099,0.123
K00140,731.727,759.566,686.069,655.341,565.685,562.28,608.577,618.771,620.368,582.153,591.096,601.778,545.18,472.987,590.075,459.719,700.955,557.248,705.137,578.602,736.716,740.924,734.462,536.092,472.725,472.189,476.041,649.055,657.016,784.782,718.959,582.298,716.111,777.05,740.063,732.281,563.181,513.09,475.219,504.135,530.204,499.363,456.517,492.949
K00141,157.018,155.405,190.264,133.727,154.672,162.291,154.467,168.906,100.37,101.403,168.049,92.633,94.558,96.144,144.069,108.283,160.211,146.436,157.941,127.462,93.689,176.454,141.788,154.304,67.619,56.486,48.192,60.232,55.793,83.312,88.796,95.755,108.172,91.946,88.691,83.42,71.352,49.994,38.255,63.927,67.02,53.233,35.937,64.776
K00142,2.83,2.098,0.822,3.309,2.543,2.338,2.893,2.364,1.283,1.489,1.868,4.027,1.912,1.218,2.702,1.712,2.994,2.545,2.49,2.888,1.576,2.963,3.594,1.266,1.606,1.663,1.939,7.826,4.205,2.333,2.992,2.867,2.679,2.896,1.904,3.944,2.605,3.071,2.412,3.647,2.646,1.211,0.955,2.249
K00143,44.909,51.01,40.845,27.38,27.371,27.304,32.228,40.06,16.099,39.231,32.304,33.342,37.335,28.7,31.418,21.731,55.176,57.099,76.407,30.984,94.226,39.817,41.899,13.654,18.221,22.014,16.48,68.997,42.968,125.05,95.553,30.228,63.513,88.652,62.513,84.378,17.441,41.606,14.995,33.196,39.114,28.856,21.723,31.172
K00145,316.265,324,348.669,341.013,341.105,349.795,341.422,348.869,358.959,346.519,342.91,356.546,345.86,340.546,333.146,348.259,326.545,322.697,316.566,333.646,311.893,338.901,324.222,347.817,360.754,347.094,368.35,328.714,305.455,295.933,313.272,330.093,309.91,321.437,345.347,307.629,355.4,305.769,360.363,318.069,323.316,333.129,363.341,327.309
K00146,365.883,451.189,403.957,327.761,252.704,208.847,264.573,272.709,179.179,261.047,322.36,238.736,225.373,172.25,277.076,136.582,394.629,322.296,470.236,282.027,461.148,434.833,396.071,209.598,65.259,125.175,63.614,250.301,357.535,525.785,452.908,201.169,361.824,455.055,364.142,389.209,194.098,170.014,77.813,181.787,213.275,152.327,58.072,156.319
K00147,363.078,368.821,386.918,356.662,335.871,338.318,381.378,359.458,315.836,353.65,356.707,340.586,327.239,303.515,305.781,286.954,421.592,394.425,438.341,380.846,412.836,359.62,386.87,325.368,201.047,230.537,183.313,354.447,339.679,449.212,418.502,332.353,363.797,409.287,387.248,378.312,276.884,273.888,189.56,276.657,286.59,250.223,185.224,260.244
K00148,311.604,283.596,236.489,204.359,178.243,150.94,185.062,169.791,210.703,206.303,183.637,176.397,103.792,77.483,145.113,71.7,220.344,175.869,242.083,170.746,233.682,249.643,255.004,126.046,48.663,82.796,56.327,204.006,277.274,239.505,204.446,144.9,237.581,266.489,231.917,220.925,145.378,90.665,45.958,112.319,114.519,76.44,45.936,82.432
K00149,0.084,0.263,0.169,0.101,0.224,0.479,0.18,0.075,0.089,0.517,0.423,0.256,0.047,0.252,0.104,0,0.079,0,0,0.377,0.298,0.822,0.267,0.181,0.361,0.22,0,0.153,0.034,0,0,0,0,0.318,0.121,0.049,0,0.26,0.175,0.244,0,0.195,0.667,0.646
K00150,2.252,3.201,3.565,3.32,2.905,3.974,3.723,4.465,9.263,2.676,3.804,6.822,3.59,4.486,3.276,4.804,3.97,2.282,2.963,4.239,2.214,1.555,1.799,5.823,27.459,25.929,25.138,11.583,3.042,4.19,6.177,17.437,13.535,13.079,15.722,10.039,9.987,37.003,23.704,30.191,27.215,32.249,22.557,30.659
K00151,115.307,148.699,131.165,155.97,93.437,98.814,90.985,106.268,104.124,84.532,97.728,73.937,86.455,84.416,110.47,95.068,129.735,106.242,144.243,136.402,62.386,106.864,98.198,175.871,76.737,64.482,53.71,54.728,36.282,56.245,57.608,70.272,62.444,66.183,72.035,65.867,72.529,52.789,52.997,60.846,67.361,63.992,40.858,53.435
K00152,0.262,0,0,0,0,0.219,0.038,0.19,9.794,2.191,1.638,5.445,0.119,0,0,0.177,0,0.076,0,0.087,0.023,0,0,0.037,0,0.195,0,0,0,0.396,0,0,0,0,0,0.043,0.146,0,0,0.192,0,0,0,0
K00153,3.303,6.151,6.781,7.16,2.388,3.009,4.158,3.599,6.201,3.962,5.379,5.176,5.588,9.27,5.31,8.5,7.381,4.38,5.016,9.036,2.473,2.632,2.024,9.171,31.837,6.135,44.249,14.051,4.004,7.799,8.209,29.502,12.324,9.889,15.824,8.272,16.533,55.538,24.961,43.525,37.568,49.672,26.166,35.11
K00154,240.764,250.085,195.253,199.703,188.264,175.285,229.309,202.543,253.756,185.476,186.941,195.864,164.739,126.921,189.315,123.806,212.574,178.126,244.503,163.194,253.776,253.087,272.606,127.636,67.066,111.489,63.281,200.094,323.683,283.098,239.862,146.047,235.386,274.562,238.089,255.491,179.49,92.416,71.687,100.159,112.54,80.081,50.917,92.875
K00156,167.735,122.06,54.653,115.497,81.782,93.38,61.731,79.316,124.282,109.652,86.615,106.086,57.13,49.431,92.589,62.787,80.535,101.569,31.221,72.335,47.832,98.402,105.65,71.833,60.218,61.589,68.931,108.609,123.131,87.505,63.747,79.687,94.985,72.671,78.932,98.897,182.173,87.546,69.617,95.932,84.645,93.707,74.195,93.823
K00157,0,0.054,0.062,0.108,0.114,0,0,0.061,0.438,0.066,0.143,0.076,0,0.632,0.14,0.087,0.059,0,0,0.193,0,0,0.098,0.204,0.647,1.016,0.251,0.089,0,0.18,0.145,0.343,0.255,0.075,0.608,0.723,0.175,1.645,0.891,0.854,0.357,0.548,0.318,0.548
K00158,0.591,0.776,2.282,1.241,1.957,2.266,1.2,1.774,1.417,1.086,2.033,2.025,1.045,1.485,1.722,2.147,0.778,1.013,0.96,1.801,2.332,0.557,0.388,1.305,5.737,3.403,4.207,3.401,0.763,0.766,0.76,3.157,3.394,3.027,3.507,1.398,2.714,8.277,7.332,8.162,6.41,9.763,5.829,5.327
K00161,217.181,249.779,333.796,201.513,287.442,301.51,305.843,295.827,190.656,263.207,289.807,252.098,332.988,388.205,256.156,410.465,341.661,277.299,358.471,373.454,233.271,219.469,230.278,374.509,496.333,384.498,529.386,275.074,198.282,277.11,315.15,386.85,280.888,298.528,286.818,254.374,255.232,487.962,518.788,498.441,486.462,520.84,493.251,465.456
